


Country,Gov,Issuer,value
Spain,0,Caja de Ahorros de Murcia,   152423502
Spain,0,Caja de Ahorros de Valencia Castellon y Alicante,   61497804
Spain,0,Caja de Ahorros del Mediterraneo,   237290537
Spain,0,Caja de Ahorros y Monte de Piedad de Baleares,   32967378
Spain,0,Caja de Ahorros y Monte de Piedad de Gipuzkoa y San Sebastian,   1559004520
Spain,0,Caja de Ahorros y Monte de Piedad de Madrid,   5741829745
Spain,0,Caja de Ahorros y Pensiones de Barcelona,   12148187588
Spain,0,Cajamar Caja Rural SCC,   134874984
Spain,0,CEAMI Guaranteed Bonds I,   140927172
Spain,0,Cedulas TDA,   2315540433
Spain,0,Comunidad Autonoma de Canarias,   44544457
Spain,0,Comunidad Autonoma de las Islas Baleares,   51226804
Spain,0,Cores,   268489682
Spain,0,FADE - Fondo de Amortizacion del Deficit Electrico,   404068876
Spain,0,Fondo de Reestructuracion Ordenada Bancaria,   590209230
Spain,0,FTA Santander Empresas,   83490323
Spain,0,Gas Natural Capital Markets SA,   461581668
Spain,0,Government of Spain,   17975454661
Spain,0,Iberdrola Finanzas SAU,   342094651
Spain,0,IM Cedulas,   9355184253
Spain,0,Instituto de Credito Oficial,   4140199321
Spain,0,Junta Comunidades de Castilla-La Mancha,   27122802
Spain,0,Junta de Andalucia,   95375949
Spain,0,Liberbank SA,   577299540
Spain,0,Mapfre SA,   12229323
Spain,0,Malaga Antequera,   1102074532
Spain,0,Santander Consumer Finance SA,   1726184691
Spain,0,Santander Consumer Finance Spain FTA,   33531087
Spain,0,Santander Finance Preferred SAU,   134647962
Spain,0,Santander International Debt SAU,   132960420
Spain,0,Santander Issuances SAU,   79050459
Spain,0,Santander US Debt SAU,   139229901
Spain,0,Telefonica Emisiones SAU,   1108948505
Spain,0,Telefonica SA,   173704317
Spain,0,Xunta de Galicia,   37336906



Sweden,0,Atlas Copco AB,   101780325
Sweden,1,Government of Sweden,   10697427073
Sweden,0,Investor AB,   189422069
Sweden,0,Kommuninvest I Sverige,   1363109749
Sweden,0,Lansforsakringar Hypotek AB,   657562313
Sweden,0,Nordea Bank AB,   953827903
Sweden,0,Nordea Bank Sweden AB,   3318014993
Sweden,0,SCA Finans AB,   64025898
Sweden,0,Securitas AB,   42680759
Sweden,0,Skandinaviska Enskilda Banken AB,   914629833
Sweden,0,SKF AB,   15358703
Sweden,0,Stadshypotek AB,   6375665151
Sweden,0,Svensk Exportkredit AB,   1891871399
Sweden,0,Svenska Cellulosa AB,   161014892
Sweden,0,Svenska Handelsbanken AB,   756930841
Sweden,0,Swedbank AB,   365005876
Sweden,0,Swedbank Hypotek AB,   4773217840
Sweden,0,Swedish Covered Bond Corp,   1168801985
Sweden,0,TeliaSonera AB,   445755688
Sweden,0,Vattenfall AB,   451799210
Sweden,0,Volvo Treasury AB,   74030857



Switzerland,0,Credit Suisse AG,   3972826335
Switzerland,0,Credit Suisse Securities USA LL C,   716812458
Switzerland,1,Government of Switzerland,   3936885705
Switzerland,0,Holcim Finance Luxembourg SA,   83375313
Switzerland,0,Novartis Securities Investment Ltd,   35672404
Switzerland,0,Swiss Re America Holding Corp,   92407409
Switzerland,0,Swiss Reinsurance Co Ltd,   90971682
Switzerland,0,UB S AG,   4367807445
Switzerland,0,Zurich Finance USA Inc,   268006692


Thailand,0,PTT Global Chemical PCL,   31786479
Thailand,0,PTT PCL,   100710360
Thailand,0,Thai Oil PCL,   31051443


Trinidad & Tobago,0,Petroleum Co of Trinidad & Tobago Ltd,   42182688



Turkey,1,Government of Turkey,   693392524


UAE,0,Abu Dhabi National Energy Co,   335314890
UAE,0,Dolphin Energy Ltd,   27292779
UAE,0,Emirate of Abu Dhabi,   167490419
UAE,0,National Bank of Abu Dhabi PJSC,   208938141


UK,0,Abbey National Treasury Services PLC/London,   5753561213
UK,0,Aire Valley Mortgages PLC,   405525314
UK,0,Alliance & Leicester PLC,   26691772
UK,0,Alpha Credit Group PLC,   48490400
UK,0,Amlin PLC,   71613551
UK,0,Anglo American Capital PLC,   155870901
UK,0,AstraZeneca PLC,   69916583
UK,0,Aviva PLC,   376052150
UK,0,BA Covered Bond Issuer,   880715639
UK,0,Bank of Scotland PLC,   14299857294
UK,0,Barclays Bank PLC,   2399460944
UK,0,BG Energy Capital PLC,   541107222
UK,0,BP Capital Markets PLC,   1881731761
UK,0,Bradford & Bingley PLC,   2086154871
UK,0,British Sky Broadcasting Group PLC,   53936217
UK,0,BSKYB Finance UK PLC,   54991423
UK,0,Bt Group Investments Ltd,   875784137
UK,0,Carnival PLC,   92986438
UK,0,Centrica PLC,   219128928
UK,0,Clerical Medical Finance PLC,   81243843
UK,0,Compass Group PLC,   48891271
UK,0,Coventry Building Society,   1055467899
UK,0,Diageo Capital PLC,   181487156
UK,0,Eastern Power Networks PLC,   49327061
UK,0,EFG Hellas PLC,   24741595
UK,0,Electricity North West Ltd,   70421201
UK,0,ENW Finance PLC,   29601065
UK,0,Firstgroup PLC,   66171888
UK,0,Fosse Master Issuer PLC,   255593018
UK,0,Friends Life FPG Ltd,   161527886
UK,0,G4S PLC,   23096561
UK,0,GlaxoSmithKline Capital PLC,   436597943
UK,0,Granite Master Issuer PLC,   850066409
UK,0,Granite Mortgages PLC,   11554132
UK,0,Hammerson PLC,   161120609
UK,0,HBOS PLC,   275117403
UK,0,HSBC Bank PLC,   2085948602
UK,0,HSBC Finance Capital Trust IX,   48644165
UK,0,HSBC Holdings PLC,   947582146
UK,0,Intercontinental Hotels Group PLC,   17888733
UK,0,Lambda Finance BV,   101621657
UK,0,Land Securities Capital Markets PLC,   192805755
UK,0,Leeds Building Society,   484191983
UK,0,Leek Finance Ltd,   13985354
UK,0,Legal & General Group PLC,   147805031
UK,0,Lehman Brothers Holdings PLC,   3874
UK,0,Lloyds TSB Bank PLC,   5583198205
UK,0,London Power Networks PLC,   253528415
UK,0,London Stock Exchange Group PLC,   86972546
UK,0,Marks & Spencer PLC,   333566318
UK,0,MmO2 PLC,   104567219
UK,0,Motability Operations Group PLC,   94056498
UK,0,National Grid PLC,   713612301
UK,0,National Westminster Bank PLC,   31095714
UK,0,Nationwide Building Society,   17617542190
UK,0,Network Rail Infrastructure Finance PLC,   2429058346
UK,0,Next PLC,   238965601
UK,0,Northern Gas Networks Finance PLC,   52089724
UK,0,Northern Gas Networks Ltd,   29416045
UK,0,Northern Rock Asset Management PLC,   2626382070
UK,0,Old Mutual PLC,   100986045
UK,0,Pearson PLC,   227778274
UK,0,Phoenix Natural Gas Finance PLC,   27676347
UK,0,Piraeus Group Finance PLC,   25991220
UK,0,Principality Building Society,   20828208
UK,0,Prominent CMBS Funding PLC,   3510775
UK,0,Reed Elsevier Investments PLC,   62532807
UK,0,Rentokil Initial PLC,   60926115
UK,0,Rexam PLC,   157925133
UK,0,Rolls-Royce PLC,   35486216
UK,0,Royal Bank of Scotland Group PLC,   384471142
UK,0,Royal Bank of Scotland PLC/The,   5233993901
UK,0,SAB Miller PLC,   221418074
UK,0,Scottish Power Ltd,   95453516
UK,0,Scottish Widows PLC,   123117784
UK,0,Severn Trent Utilities Finance PLC,   152764165
UK,0,Singer & Friedlander Ltd,   3478
UK,0,Skipton Building Society,   84900602
UK,0,Society of Lloyd’s,   669220461
UK,0,South Eastern Power Networks PLC,   72252064
UK,0,Southern Electric Power Distribution PLC,   37323528
UK,0,Southern Gas Networks PLC,   36287977
UK,0,SPD Finance UK PLC,   312444053
UK,0,SSE PLC,   473832630
UK,0,Stagecoach Group PLC,   39432203
UK,0,Standard Chartered PLC,   381292089
UK,0,Standard Life PLC,   38106468
UK,0,Tate & Lyle International Finance PLC,   181205944
UK,0,TESCO PLC,   863959437
UK,0,Thames Water Utilities Finance Ltd,   91855967
UK,0,Unilever PLC,   64754369
UK,1,United Kingdom Government,   109813232813
UK,0,United Utilities Water PLC,   95116993
UK,0,Vodafone Group PLC,   1338035883
UK,0,Wales & West Utilities Finance PLC,   91341044
UK,0,Wessex Water Services Finance PLC,   139136498
UK,0,Western Power Distribution Holdings Ltd,   368027033
UK,0,WPP Finance,   38993703
UK,0,WPP PLC,   77998607
UK,0,Yorkshire Building Society,   311214942
UK,0,Zurich Finance UK PLC,   36573371



US,0,Aames Mortgage Investment Trust,   3389226
US,0,Abbott Laboratories,   345253919
US,0,AB FS Mortgage Loan Trust,   1046748
US,0,AbitibiBowater Inc/Old,   318
US,0,AB N Amro Mortgage Corp,   4830946
US,0,AB SC NIMs Trust,   23
US,0,Accredited Mortgage Loan Trust,   117068
US,0,ACE INA Holdings Inc,   144664058
US,0,ACE Securities Corp,   28470462
US,0,Adjustable Rate Mortgage Trust,   353524
US,0,Aegis Asset Backed Securities Trust,   617
US,0,Aetna Inc,   307748009
US,0,AFC Home Equity Loan Trust,   198957
US,0,Aflac Inc,   63174928
US,0,Agilent Technologies Inc,   92218854
US,0,Air Products & Chemicals Inc,   50330139
US,0,Alabama Power Co,   53992296
US,0,Alcoa Inc,   228144966
US,0,Allergan Inc/United States,   83882545
US,0,Allstate Corp/The,   177605933
US,0,Allstate Life Insurance Co,   51372142
US,0,Alltel Corp,   153767282
US,0,Ameren Corp,   13588011
US,0,American Express Bank FSB,   146981384
US,0,American Express Centurion Bank,   20270028
US,0,American Express Co,   443821683
US,0,American Express Credit Corp,   208536887
US,0,American Home Mortgage Investment Trust,   7514904
US,0,American Honda Finance Corp,   57898310
US,0,American International Group Inc,   582589296
US,0,American Municipal Power Inc,   118117527
US,0,American Tower Corp,   61854467
US,0,American Water Capital Corp,   285408743
US,0,Ameriquest Mortgage Securities Inc,   7984720
US,0,AmerisourceBergen Corp,   167374529
US,0,Amgen Inc,   687689026
US,0,Anadarko Petroleum Corp,   181955149
US,0,Analog Devices Inc,   33438603
US,0,Anheuser-Busch Cos LL C,   290465983
US,0,Anheuser-Busch InBev Worldwide Inc,   379416466
US,0,Aon Corp,   61919285
US,0,Apache Corp,   168592102
US,0,Appalachian Power Co,   72163838
US,0,Archer-Daniels-Midland Co,   226128724
US,0,Arden Realty LP,   32060305
US,0,Argent Securities Inc,   17344463
US,0,Arizona Public Service Co,   35794680
US,0,Asset Backed Funding Certificates,   14629036
US,0,Asset Backed Securities Corp Home Equity,   0
US,0,Assurant Inc,   160698823
US,0,AT&T Inc,   1496615330
US,0,AT&T Mobility LLC,   91288914
US,0,Atmos Energy Corp,   18987909
US,0,AutoZone Inc,   178607301
US,0,Aviation Capital Group Trust,   8041703
US,0,Avnet Inc,   24820229
US,0,Axis Capital Holdings Ltd,   122682872
US,0,Baker Hughes Inc,   225717212
US,0,Banc of America Alternative Loan Trust,   200602376
US,0,Banc of America Funding Corp,   86261852
US,0,Banc of America Large Loan Inc,   12819533
US,0,Banc of America Merrill Lynch Commercial Mortgage Inc,   362188985
US,0,Banc of America Mortgage Securities Inc,   59844359
US,0,Bank of America Corp,   6733315297
US,0,Bank of America-First Union NB Commercial Mortgage,   721263
US,0,Bank of New York Mellon Corp/The,   289835691
US,0,Bank One Corp,   26793039
US,0,Baxter International Inc,   86676310
US,0,Bay Area Toll Authority,   158327028
US,0,Bayview Commercial Asset Trust,   2170995
US,0,Bayview Financial Acquisition Trust,   29428777
US,0,Bayview Financial Asset Trust,   968250
US,0,BB &T Corp,   11900092
US,0,Beam Inc,   42958229
US,0,Bear Stearns Adjustable Rate Mortgage Trust,   6829604
US,0,Bear Stearns Asset Backed Securities Trust,   29096105
US,0,Bear Stearns Commercial Mortgage Securities,   249218447
US,0,Bear Stearns Cos LL C/The,   61767733
US,0,Becton Dickinson and Co,   337193362
US,0,BellSouth Corp,   881696982
US,0,BellSouth Telecommunications Inc,   54905271
US,0,Bemis Co Inc,   62361497
US,0,Berkshire Hathaway Finance Corp,   420494040
US,0,Berkshire Hathaway Inc,   30557214
US,0,Best Buy Co Inc,   57662001
US,0,BFC Trust,   3185670
US,0,Biogen Idec Inc,   63968487
US,0,Blade Engine Securitization Ltd,   8949064
US,0,BMC Software Inc,   23910601
US,0,BMW US Capital LL C,   81590400
US,0,BNC Mortgage Loan Trust,   20579570
US,0,BNY Mellon NA,   45443348
US,0,Bombardier Capital Mortgage Securitization Corp,   4423207
US,0,Boston Properties LP,   97573082
US,0,Bottling Group LL C,   219205647
US,0,BP AMI Leasing Inc,   134299349
US,0,Brandywine Operating Partnership LP,   18746727
US,0,Bristol-Myers Squibb Co,   67644902
US,0,Bunge Ltd Finance Corp,   29402461
US,0,Bunge NA Finance LP,   12880225
US,0,Burlington Northern Santa Fe LL C,   273446818
US,0,CA Inc,   25978085
US,0,Cadbury Schweppes US Finance LL C,   41814497
US,0,Campbell Soup Co,   20131841
US,0,Capital One Bank USA NA,   78284750
US,0,Capital One Financial Corp,   129780718
US,0,Capmark Financial Group Inc,   20718694
US,0,Cardinal Health Inc,   59995942
US,0,Cargill Inc,   388650754
US,0,Carolina Power & Light Co,   218205751
US,0,Carrington Mortgage Loan Trust,   8381240
US,0,Caterpillar Financial Services Corp,   352915505
US,0,Caterpillar Inc,   130859279
US,0,CBA Commercial Small Balance Commercial Mortgage,   6335930
US,0,CBS Corp,   185834396
US,0,Celgene Corp,   61179180
US,0,Cellco Partnership,   286000035
US,0,Cendant Mortgage Corp,   14432761
US,0,Centerline Investors I LL C,   125646
US,0,CenterPoint Energy Houston Electric LL C,   83783158
US,0,CenterPoint Energy Resources Corp,   105498715
US,0,Centex Home Equity,   3753454
US,0,CenturyLink Inc,   58325646
US,0,Chase Commercial Mortgage Securities Corp,   3363227
US,0,Chase Funding Mortgage Loan Asset-Backed Certificates,   2599351
US,0,Chase Mortgage Finance Corp,   34354766
US,0,Chubb Corp/The,   281218095
US,0,Cigna Corp,   52192699
US,0,Cincinnati Financial Corp,   29996660
US,0,Cintas Corp No,   249149848
US,0,Cisco Systems Inc,   162899262
US,0,CIT Group Securitization Corp/The,   2117061
US,0,Citicorp Mortgage Securities Inc,   43743185
US,0,Citigroup Commercial Mortgage Trust,   87281073
US,0,Citigroup Inc,   4070123048
US,0,Citigroup Mortgage Loan Trust Inc,   87788948
US,0,Citigroup/Deutsche Bank Commercial Mortgage Trust,   167002654
US,2,City of Chicago IL,   36951010
US,2,City of New York NY,   158640358
US,0,Cleveland Electric Illuminating Co/The,   44925260
US,0,Cliffs Natural Resources Inc,   30040646
US,0,Clorox Co/The,   128962460
US,0,CNA Financial Corp,   52673344
US,0,Coca-Cola Co/The,   360183507
US,0,Coca-Cola Refreshments USA Inc,   59856918
US,0,Colonial Bank/Montgomery AL,   405
US,0,Columbus Southern Power Co,   20905902
US,0,Comcast Cable Communications Holdings Inc,   132902871
US,0,Comcast Cable Holdings LL C,   105117554
US,0,Comcast Corp,   939845718
US,0,Comerica Inc,   29903822
US,0,Commerce Group Inc,   35513806
US,0,Commercial Mortgage Asset Trust,   3219959
US,0,Commercial Mortgage Loan Trust,   124136290
US,0,Commercial Mortgage Pass Through Certificates,   69433258
US,0,Commonwealth Edison Co,   195721799
US,0,Computer Sciences Corp,   60173684
US,0,ConAgra Foods Inc,   89665884
US,0,Connecticut Light & Power Co/The,   34885403
US,0,ConocoPhillips,   684510393
US,0,ConocoPhillips Co,   130732703
US,0,Conseco Inc/Old,   14477210
US,0,Consolidated Edison Co of New York Inc,   323782700
US,0,Constellation Energy Group Inc,   193381362
US,0,Con-way Inc,   54755961
US,0,Cooper US Inc,   67559342
US,0,Corn Products International Inc,   50089044
US,0,Corning Inc,   49194434
US,0,Costco Wholesale Corp,   35965715
US,0,Countryplace Manufactured Housing Contract Trust,   7427193
US,0,Countrywide Alternative Loan Trust,   1299935705
US,0,Countrywide Asset-Backed Certificates,   197520821
US,0,Countrywide Home Equity Loan Trust,   30643901
US,0,Countrywide Home Loan Mortgage Pass Through Trust,   613256874
US,2,County of Clark NV,   38542811
US,0,Coventry Health Care Inc,   98125503
US,0,COX Communications Inc,   313671655
US,0,CR Bard Inc,   47666973
US,0,Credit Suisse First Boston Mortgage Securities Corp,   97542570
US,0,Credit Suisse Group Finance US Inc,   66993699
US,0,Credit Suisse USA Inc,   261985778
US,0,Credit-Based Asset Servicing and Securitization LL C,   26290842
US,0,CRH America Inc,   191408101
US,0,CSX Corp,   352417424
US,0,CVS Caremark Corp,   365330865
US,0,CW Capital Cobalt Ltd,   55612003
US,0,Daimler North America Corp,   339957999
US,0,Dallas Area Rapid Transit,   33883484
US,0,Danaher Corp,   35766894
US,0,Darden Restaurants Inc,   142855828
US,0,Dayton Power & Light Co/The,   64437418
US,0,DCP Midstream LL C,   64703596
US,0,Deere & Co,   67543562
US,0,Dell Inc,   243278810
US,0,Delta Air Lines Inc,   21090614
US,0,DENTSPLY International Inc,   184656239
US,0,Deutsche AL T-A Securities Inc Alternate Loan Trust,   18356699
US,0,Deutsche Bank Financial LL C,   23516378
US,0,Deutsche Mortgage & Asset Receiving Corp,   29178
US,0,Devon Energy Corp,   142001107
US,0,Diamond Offshore Drilling Inc,   34629915
US,0,DIRECTV Holdings LL C,   560046448
US,0,Discovery Communications LL C,   139864041
US,0,DLJ Commercial Mortgage Corp,   8184011
US,0,Dominion Resources Inc/VA,   352046029
US,0,Dow Chemical Co/The,   370381395
US,0,DTE Energy Co,   34327023
US,0,Duke Energy Carolinas LL C,   151141242
US,0,Duke Energy Corp,   192772879
US,0,Duke Energy Indiana Inc,   65114074
US,0,Duke Energy Ohio Inc,   57796169
US,0,Dun & Bradstreet Corp/The,   18456302
US,0,Ecolab Inc,   156668127
US,0,EI du Pont de Nemours & Co,   525626921
US,0,El Paso Natural Gas Co,   34038117
US,0,Eli Lilly & Co,   176266944
US,0,Ellington Loan Acquisition Trust,   5477176
US,0,Embarq Corp,   190804302
US,0,Emerson Electric Co,   47034483
US,0,Enbridge Energy Partners LP,   32991736
US,0,Energy Transfer Partners LP,   283204018
US,0,Entergy Arkansas Inc,   24441777
US,0,Entergy Corp,   61108430
US,0,Entergy Gulf States Louisiana LL C,   20853581
US,0,Entergy Louisiana LL C,   20419037
US,0,Enterprise Products Operating LL C,   410331560
US,0,EOG Resources Inc,   181280790
US,0,EQT Corp,   152178537
US,0,Equifax Inc,   48471326
US,0,Equity One AB S Inc,   6885521
US,0,ERA C USA Finance LL C,   272506111
US,0,ERP Operating LP,   231398442
US,0,Estee Lauder Cos Inc/The,   146450957
US,0,Exelon Corp,   122829242
US,0,Exelon Generation Co LL C,   164956880
US,0,Express Scripts Inc,   367778519
US,3,Federal Agricultural Mortgage Corp,   276241784
US,3,Federal Farm Credit Bank,   287475754
US,3,Federal Home Loan Banks,   1358316457
US,3,Federal Home Loan Mortgage Corp,   4196012247
US,3,Federal National Mortgage Association,   7591283319
US,0,FedEx Corp,   51290487
US,0,FFCA Secured Lending Corp,   59499
US,0,Fifth Third Bancorp,   38489538
US,0,First Franklin Mortgage Loan Asset Backed Certificates,   9672966
US,0,First Horizon Alternative Mortgage Securities,   10256504
US,0,First Horizon Asset Securities Inc,   3539054
US,0,First Union National Bank-Bank of America Commercial Mortgage Trust,   3303
US,0,FirstEnergy Corp,   73951352
US,0,FirstEnergy Solutions Corp,   53239868
US,0,Fiserv Inc,   60258575
US,0,Flagstar Home Equity Loan Trust,   29803903
US,0,Florida Gas Transmission Co LL C,   22408216
US,0,Florida Power & Light Co,   278994424
US,0,Florida Power Corp,   102151580
US,0,Foster’s Finance Corp,   48778122
US,0,Fremont Home Loan Trust,   14452609
US,0,GAMCO Investors Inc,   357296
US,0,GE Capital Commercial Mortgage Corp,   214369749
US,0,Genentech Inc,   17763415
US,0,General Electric Capital Corp,   2810818214
US,0,General Electric Capital Services Inc,   306425
US,0,General Electric Co,   31745177
US,0,General Mills Inc,   976101490
US,0,Genworth Financial Inc,   28488749
US,0,Genworth Life Insurance Co,   12259521
US,0,Georgia Power Co,   178878674
US,0,Gerdau Holdings Inc,   64830172
US,0,G-Force LL C,   7098355
US,0,Gilead Sciences Inc,   608516054
US,0,GlaxoSmithKline Capital Inc,   233060460
US,0,Glencore Funding LL C,   31038313
US,0,Global Mortgage Securitization Ltd,   18535790
US,0,GlobalSantaFe Corp,   31140372
US,0,GMAC Mortgage Corp Loan Trust,   44215197
US,0,Goldman Sachs Group Inc/The,   2253486143
US,0,Google Inc,   138202435
US,0,Government National Mortgage Association,   21577886
US,1,Government of United States of America,   249072147969
US,0,Great River Energy,   32988500
US,0,Greenwich Capital Commercial Funding Corp,   72572564
US,0,GS Mortgage Securities Corp,   57324398
US,0,GS Mortgage Securities Corp II,   230491189
US,0,GSAA Trust,   10740121
US,0,GSAMP NIM Trust,   3
US,0,GSAMP Trust,   55065684
US,0,GSC Capital Corp Mortgage Trust,   22534681
US,0,GSMPS Mortgage Loan Trust,   16385907
US,0,GSRPM Mortgage Loan Trust,   1500689
US,0,Guardian Life Insurance Co of America,   15293079
US,0,Halliburton Co,   98427480
US,0,Harborview Mortgage Loan Trust,   5039916
US,0,Harley-Davidson Funding Corp,   18537312
US,0,Harris Corp,   55899616
US,0,Hartford Financial Services Group Inc,   250597966
US,0,Hasbro Inc,   94803683
US,0,Hasco NIM Trust,   5
US,0,HCP Inc,   34179607
US,0,Health Care REIT Inc,   77741239
US,0,Health Care Service Corp,   65876752
US,0,Hess Corp,   187905851
US,0,Hewlett-Packard Co,   914554524
US,0,Highwoods Properties Inc,   39165569
US,0,Historic TW Inc,   64405332
US,0,HJ Heinz Co,   185882580
US,0,HJ Heinz Finance Co,   104653640
US,0,Home Depot Inc/The,   702602904
US,0,Home Equity Asset Trust,   18054588
US,0,Home Equity Loan Trust,   136567
US,0,Home Equity Mortgage Trust,   269992
US,0,Hometown Commercial Mortgage,   28998052
US,0,Hospira Inc,   130113443
US,0,Hospitality Properties Trust,   44023619
US,0,HSBC Bank USA NA,   151513484
US,0,HSBC Finance Corp,   162914864
US,0,HSI Asset Securitization Corp Trust,   7175546
US,0,Humana Inc,   27258582
US,0,Hyundai Capital America,   118838014
US,0,ICI Wilmington Inc,   25418514
US,0,IDEX Corp,   44637115
US,0,Impac Funding Corp,   3695737
US,0,IMPAC Mortgage Holdings Inc,   11770442
US,0,Indiana Michigan Power Co,   71394951
US,0,Indymac INDB Mortgage Loan Trust,   16877139
US,0,Indymac Index Mortgage Loan Trust,   48652588
US,0,Indymac Residential Asset Backed Trust,   6002343
US,0,Ingram Micro Inc,   31333856
US,0,Intel Corp,   373590209
US,0,International Business Machines Corp,   193596604
US,0,International Paper Co,   228765350
US,0,Intuit Inc,   160454657
US,0,Irwin Home Equity Corp,   32437403
US,0,ITC Holdings Corp,   66194788
US,0,IXIS Real Estate Capital Trust,   1382971
US,0,Jersey Central Power & Light Co,   20898376
US,0,John Deere Bank SA,   163419749
US,0,John Deere Capital Corp,   97765904
US,0,John Hancock Global Funding II,   16177054
US,0,Johnson Controls Inc,   221379804
US,0,Joy Global Inc,   20249177
US,0,JP Morgan Alternative Loan Trust,   131060219
US,0,JP Morgan Chase Commercial Mortgage Securities Corp,   613773190
US,0,JP Morgan Mortgage Acquisition Corp,   23995292
US,0,JP Morgan Mortgage Trust,   129855527
US,0,JPMorgan Chase & Co,   2823139703
US,0,JPMorgan Chase Bank NA,   32744093
US,0,Juniper Networks Inc,   31136758
US,0,KBC Bank NV/SA,   18663281
US,0,Kellogg Co,   433509611
US,0,Kerr-McGee Corp,   144441737
US,0,KeyCorp,   94333539
US,0,Kimco Realty Corp,   37332445
US,0,Kinder Morgan Energy Partners LP,   494519888
US,0,Kohl’s Corp,   154404924
US,0,Kraft Foods Inc,   557801473
US,0,Kroger Co/The,   182068809
US,0,Laboratory Corp of America Holdings,   52028980
US,0,LB Commercial Conduit Mortgage Trust,   24762497
US,0,LB -UB S Commercial Mortgage Trust,   533736221
US,0,Lehman Brothers Holdings Inc,   458388518
US,0,Lexmark International Inc,   25771749
US,0,Liberty Mutual Group Inc,   243181115
US,0,Liberty Property LP,   32338663
US,0,Life Technologies Corp,   64048013
US,0,Lincoln National Corp,   49599173
US,0,Long Beach Mortgage Loan Trust,   593
US,0,Los Angeles Community College District/CA,   77700620
US,0,Los Angeles County Metropolitan Transportation Authority,   48798556
US,0,Los Angeles County Public Works Financing Authority,   37867289
US,0,Los Angeles Department of Water & Power,   235334160
US,0,Los Angeles Unified School District/CA,   109880403
US,0,Louisville & Jefferson County Metropolitan Sewer District,   77085391
US,0,Lowe’s Cos Inc,   258928609
US,0,Lubrizol Corp,   66291949
US,0,Luminent Mortgage Trust,   6847735
US,0,Magellan Midstream Partners LP,   170986010
US,0,Manpower Inc,   99473082
US,0,Marathon Oil Corp,   133869819
US,0,Marriott International Inc/DE,   70513485
US,0,Marsh & McLennan Cos Inc,   48240406
US,0,Martin Marietta Materials Inc,   12808156
US,0,Massachusetts Electric Co,   51980559
US,0,Mastr Adjustable Rate Mortgages Trust,   31030156
US,0,Mastr Asset Backed Securities Trust,   12132382
US,0,MASTR Asset Securitization Trust,   33821764
US,0,Mastr Specialized Loan Trust,   7422762
US,0,Mattel Inc,   42138658
US,0,Maxim Integrated Products Inc,   30614216
US,0,McDonald’s Corp,   304390883
US,0,McGraw-Hill Cos Inc/The,   62731118
US,0,McKesson Corp,   149437674
US,0,Mead Johnson Nutrition Co,   33520652
US,0,Medco Health Solutions Inc,   176501240
US,0,Medtronic Inc,   91900001
US,0,Mellon Residential Funding Corp,   1695421
US,0,Merck & Co Inc,   433616399
US,0,Meridian Funding Co LL C,   65132156
US,0,Merrill Lynch & Co Inc,   1245172736
US,0,Merrill Lynch Mortgage Investors Inc,   465498591
US,0,Merrill Lynch Mortgage Lending Inc,   5598493
US,0,MetLife Inc,   430507976
US,0,Metropol Gov Nashville & Davidson County,   36087746
US,0,Metropolitan Life Insurance Co,   470895659
US,0,Michigan Bell Telephone Co,   21457836
US,0,MidAmerican Energy Co,   101435198
US,0,Midamerican Energy Holdings Co,   541334522
US,0,Midamerican Funding LL C,   38120030
US,0,Mid-State Trust,   2557338
US,0,Molson Coors International LP,   24315571
US,0,Morgan Stanley,   1960761821
US,0,Morgan Stanley AB S Capital I,   53131369
US,0,Morgan Stanley Capital I,   400408629
US,0,Morgan Stanley Home Equity Loan Trust,   2739827
US,0,Morgan Stanley IXIS Real Estate Capital Trust,   3761463
US,0,Morgan Stanley Mortgage Loan Trust,   4773306
US,0,Motorola Solutions Inc,   81662411
US,0,Motors Liquidation Co,   48
US,0,MSDWCC Heloc Trust,   459925
US,0,Multi Security Asset Trust,   24873149
US,0,Municipal Electric Authority of Georgia,   31511746
US,0,Murphy Oil Corp,   61241193
US,0,Mutual of Omaha Insurance Co,   25716084
US,0,Nabors Industries Inc,   77022648
US,0,NASDAQ OMX Group Inc/The,   37536605
US,0,National Archives Facility Trust,   116310171
US,0,National Fuel Gas Co,   34316764
US,0,National Rural Utilities Cooperative Finance Corp,   278732179
US,0,Nationwide Health Properties LL C,   50547613
US,0,Nationwide Mutual Insurance Co,   153461788
US,0,NBCUniversal Media LL C,   94660400
US,0,Nevada Power Co,   58387611
US,0,New Century Home Equity Loan Trust,   74076
US,0,New Jersey Transportation Trust Fund Authority,   64040453
US,0,New York City Transitional Finance Authority,   35357418
US,0,New York Life Insurance Co,   252094623
US,0,Newmont Mining Corp,   118002143
US,0,News America Holdings Inc,   177831086
US,0,News America Inc,   431867197
US,0,NextEra Energy Capital Holdings Inc,   30474670
US,0,Niagara Mohawk Power Corp,   65322699
US,0,Nisource Finance Corp,   122558805
US,0,Nordstrom Inc,   144091670
US,0,Norfolk Southern Corp,   57909434
US,0,Northern States Power Co/MN,   57730071
US,0,Novastar Home Equity Loan,   5948015
US,0,NSTAR,   26460864
US,0,NSTAR Electric Co,   34870180
US,0,NuStar Logistics LP,   119871805
US,0,NuStar Pipeline Operating Partnership LP,   25277129
US,0,Oakwood Mortgage Investors Inc,   18238795
